"","city","driver_count","type","date","fare","ride_id"
"345","Grahamburgh",61,"Urban","2/8/2019 13:28",10.63,3.65433e+12
"346","Grahamburgh",61,"Urban","4/10/2019 1:16",37.67,1.44887e+12
"347","Grahamburgh",61,"Urban","2/16/2019 12:22",30.23,5.12414e+12
"348","Grahamburgh",61,"Urban","4/29/2019 21:20",13.59,3.2007e+12
"349","Grahamburgh",61,"Urban","4/3/2019 13:27",5.09,8.56329e+12
"350","Grahamburgh",61,"Urban","3/5/2019 5:39",4.33,8.03729e+11
"351","Grayville",2,"Suburban","2/13/2019 6:07",48.59,4.96495e+12
"352","Grayville",2,"Suburban","1/20/2019 19:11",24.53,6.94759e+12
"353","Grayville",2,"Suburban","3/5/2019 12:31",14.15,3.50358e+12
"354","Grayville",2,"Suburban","4/14/2019 21:00",49.85,9.37012e+12
"355","Grayville",2,"Suburban","1/25/2019 10:17",39.35,6.10511e+12
"356","Grayville",2,"Suburban","3/20/2019 5:36",35.34,3.55075e+12
"357","Grayville",2,"Suburban","5/1/2019 14:27",26.26,6.82274e+12
"358","Grayville",2,"Suburban","1/7/2019 20:09",34.62,8.23837e+12
"359","Grayville",2,"Suburban","2/19/2019 19:52",19.52,9.23398e+12
"360","Grayville",2,"Suburban","2/18/2019 10:30",12.55,9.99956e+11
"361","Grayville",2,"Suburban","4/6/2019 3:38",18.11,6.20377e+12
"362","Grayville",2,"Suburban","4/28/2019 11:40",43.22,6.01891e+12
"363","Grayville",2,"Suburban","3/14/2019 23:10",25.12,3.75225e+12
"364","Grayville",2,"Suburban","1/3/2019 13:04",12.6,8.66343e+12
"365","Grayville",2,"Suburban","2/26/2019 12:59",12.64,5.43831e+11
"366","Harringtonfort",4,"Rural","1/9/2019 15:30",31.84,3.73069e+12
"367","Harringtonfort",4,"Rural","3/10/2019 10:11",19.02,6.71731e+12
"368","Harringtonfort",4,"Rural","2/17/2019 4:42",30.58,6.83514e+12
"369","Harringtonfort",4,"Rural","2/26/2019 7:03",54.66,9.20159e+12
"370","Harringtonfort",4,"Rural","1/6/2019 7:38",47.33,3.84975e+12
"371","Harringtonfort",4,"Rural","4/16/2019 16:30",17.39,4.02396e+12
"372","Huntermouth",37,"Urban","4/3/2019 7:02",29.88,8.96762e+12
"373","Huntermouth",37,"Urban","1/9/2019 22:56",15.31,1.53005e+12
"374","Huntermouth",37,"Urban","1/17/2019 12:10",41.48,7.8023e+12
"375","Huntermouth",37,"Urban","3/20/2019 0:45",40.55,6.75062e+12
"376","Huntermouth",37,"Urban","3/14/2019 10:37",30.49,9.53756e+12
"377","Huntermouth",37,"Urban","1/24/2019 17:07",42.36,2.8811e+12
"378","Huntermouth",37,"Urban","4/20/2019 9:38",23.65,3.49602e+12
"379","Huntermouth",37,"Urban","3/27/2019 11:50",22.64,9.53674e+12
"380","Huntermouth",37,"Urban","2/10/2019 23:32",25.79,1.88038e+12
"381","Huntermouth",37,"Urban","5/7/2019 8:47",25.83,9.61632e+11
"382","Huntermouth",37,"Urban","3/21/2019 8:44",32.42,3.39325e+12
"383","Huntermouth",37,"Urban","3/2/2019 10:47",10.89,1.64727e+12
"384","Huntermouth",37,"Urban","5/4/2019 15:20",36.77,7.18662e+12
"385","Huntermouth",37,"Urban","4/28/2019 17:26",31.43,6.66048e+12
"386","Huntermouth",37,"Urban","4/9/2019 20:23",35.11,3.00561e+12
"387","Huntermouth",37,"Urban","3/17/2019 15:43",30.31,6.90976e+12
"388","Huntermouth",37,"Urban","1/10/2019 9:40",43.01,7.5807e+12
"389","Huntermouth",37,"Urban","3/21/2019 13:31",27.96,3.03092e+12
"390","Huntermouth",37,"Urban","2/3/2019 12:19",31.43,4.78286e+12
"391","Huntermouth",37,"Urban","3/19/2019 17:31",15.05,1.67708e+12
"392","Huntermouth",37,"Urban","2/24/2019 7:57",39.12,9.28039e+11
"393","Huntermouth",37,"Urban","2/19/2019 3:19",7.05,1.61652e+12
"394","Huntermouth",37,"Urban","2/5/2019 8:10",28.58,3.14352e+11
"395","Huntermouth",37,"Urban","1/6/2019 20:23",28.74,6.5421e+11
"396","Hurleymouth",36,"Urban","5/4/2019 21:50",21.44,4.03966e+12
"397","Hurleymouth",36,"Urban","1/11/2019 12:59",37.44,7.88363e+12
"398","Hurleymouth",36,"Urban","4/9/2019 9:17",20.31,2.51159e+12
"399","Hurleymouth",36,"Urban","2/23/2019 1:34",31.97,1.99008e+12
"400","Hurleymouth",36,"Urban","3/17/2019 6:50",29.95,5.22518e+12
"401","Hurleymouth",36,"Urban","1/7/2019 15:53",20.01,4.46237e+12
"402","Hurleymouth",36,"Urban","3/7/2019 12:38",41.96,1.67733e+12
"403","Hurleymouth",36,"Urban","3/26/2019 20:22",41.15,4.70726e+12
"404","Hurleymouth",36,"Urban","1/18/2019 10:59",4.66,8.62288e+12
"405","Hurleymouth",36,"Urban","2/7/2019 6:07",36.7,1.74818e+11
"406","Hurleymouth",36,"Urban","2/23/2019 13:48",18.15,6.05143e+12
"407","Hurleymouth",36,"Urban","2/13/2019 17:32",25.72,8.76149e+12
"408","Hurleymouth",36,"Urban","1/17/2019 17:07",24.86,9.29534e+12
"409","Hurleymouth",36,"Urban","3/22/2019 11:19",32.85,8.44929e+12
"410","Hurleymouth",36,"Urban","2/1/2019 3:23",22.39,6.07173e+12
"411","Hurleymouth",36,"Urban","2/24/2019 15:39",8.33,2.05179e+12
"412","Hurleymouth",36,"Urban","1/31/2019 2:49",19.23,9.53734e+12
"413","Hurleymouth",36,"Urban","1/12/2019 1:19",10.64,8.1256e+12
"414","Hurleymouth",36,"Urban","3/3/2019 11:28",36.31,1.67035e+11
"415","Hurleymouth",36,"Urban","4/22/2019 2:31",9.14,5.56389e+12
"416","Hurleymouth",36,"Urban","4/13/2019 18:15",40.93,4.91521e+12
"417","Hurleymouth",36,"Urban","3/24/2019 12:04",8.77,8.27479e+12
"418","Hurleymouth",36,"Urban","2/28/2019 3:20",44.85,5.10428e+12
"419","Hurleymouth",36,"Urban","2/6/2019 0:10",32.93,4.14023e+12
"420","Hurleymouth",36,"Urban","3/2/2019 11:43",34.65,9.38045e+12
"421","Hurleymouth",36,"Urban","2/20/2019 10:47",17.07,7.0237e+12
"422","Hurleymouth",36,"Urban","2/15/2019 2:10",42.61,9.952e+12
"423","Hurleymouth",36,"Urban","4/1/2019 6:26",9.94,4.06343e+12
"424","Jerryton",64,"Urban","3/23/2019 8:27",37.89,4.27522e+12
"425","Jerryton",64,"Urban","3/20/2019 1:28",15.37,9.31768e+11
"426","Jerryton",64,"Urban","3/4/2019 14:14",22.91,3.49891e+12
"427","Jerryton",64,"Urban","5/1/2019 17:20",4.97,8.0964e+12
"428","Jerryton",64,"Urban","1/7/2019 12:05",7.86,7.0733e+11
"429","Jerryton",64,"Urban","1/6/2019 12:30",27.71,9.04474e+12
"430","Jerryton",64,"Urban","1/5/2019 15:36",37.91,1.58708e+12
"431","Jerryton",64,"Urban","2/14/2019 19:48",24.49,3.08044e+12
"432","Jerryton",64,"Urban","3/24/2019 12:17",31.47,5.42425e+12
"433","Jerryton",64,"Urban","2/1/2019 16:39",37.7,9.58045e+12
"434","Jerryton",64,"Urban","4/18/2019 6:08",42.8,2.66288e+12
"435","Jerryton",64,"Urban","3/27/2019 12:48",13.29,8.95984e+12
"436","Jerryton",64,"Urban","3/25/2019 12:14",9.64,9.4837e+12
"437","Jerryton",64,"Urban","1/16/2019 17:13",22.26,9.74453e+11
"438","Jerryton",64,"Urban","1/4/2019 16:38",37.2,5.63787e+12
"439","Jerryton",64,"Urban","1/27/2019 14:46",29.08,6.16053e+12
"440","Jerryton",64,"Urban","2/19/2019 13:59",21.27,2.52355e+12
"441","Jerryton",64,"Urban","3/7/2019 5:24",15.82,8.11235e+12
"442","Jerryton",64,"Urban","1/27/2019 5:35",5.21,2.36654e+12
"443","Jerryton",64,"Urban","2/20/2019 18:45",28.24,4.14722e+12
"444","Jerryton",64,"Urban","4/29/2019 2:49",41.27,9.02958e+11
"445","Jerryton",64,"Urban","2/28/2019 1:14",36.87,3.09106e+12
"446","Jerryton",64,"Urban","4/13/2019 21:47",32.08,8.49918e+12
"447","Jerryton",64,"Urban","4/20/2019 18:57",29.84,8.12967e+12
"448","Jerryton",64,"Urban","3/3/2019 17:50",28.08,6.00341e+12
"449","Jessicaport",1,"Rural","3/18/2019 16:59",33.72,3.04689e+12
"450","Jessicaport",1,"Rural","1/1/2019 9:45",43.69,2.42488e+12
"451","Jessicaport",1,"Rural","5/1/2019 8:14",22.44,3.72528e+12
"452","Jessicaport",1,"Rural","1/31/2019 17:57",58.29,6.23155e+11
"453","Jessicaport",1,"Rural","4/13/2019 16:08",39.89,6.51124e+12
"454","Jessicaport",1,"Rural","1/14/2019 7:09",18.05,5.40536e+12
"455","Johnton",27,"Urban","1/31/2019 11:17",23.36,3.67134e+12
"456","Johnton",27,"Urban","4/5/2019 7:12",22.87,1.03062e+12
"457","Johnton",27,"Urban","1/21/2019 3:20",28.59,5.59754e+12
"458","Johnton",27,"Urban","3/15/2019 21:16",30.27,1.60498e+12
"459","Johnton",27,"Urban","2/14/2019 18:21",43.93,5.44375e+12
"460","Johnton",27,"Urban","2/26/2019 9:36",18.76,6.36082e+12
"461","Johnton",27,"Urban","4/26/2019 17:02",4.63,3.43531e+12
"462","Johnton",27,"Urban","4/11/2019 13:41",33.12,7.2261e+12
"463","Johnton",27,"Urban","1/17/2019 2:12",32.19,8.5263e+12
"464","Johnton",27,"Urban","1/22/2019 13:10",24.17,7.41336e+12
"465","Johnton",27,"Urban","3/27/2019 0:10",18.89,3.63407e+12
"466","Johnton",27,"Urban","5/2/2019 2:19",32.38,8.95482e+12
"467","Johnton",27,"Urban","2/28/2019 5:42",12.02,6.6703e+12
"468","Johnton",27,"Urban","4/29/2019 7:50",17.89,1.26625e+12
"469","Johnton",27,"Urban","1/25/2019 13:17",28.14,7.11047e+12
"470","Johnton",27,"Urban","3/15/2019 8:40",43.5,7.1342e+12
"471","Johnton",27,"Urban","1/8/2019 17:33",43.75,1.95319e+11
"472","Johnton",27,"Urban","2/7/2019 19:40",30.97,6.85398e+12
"473","Johnton",27,"Urban","4/11/2019 14:40",16.63,7.24846e+12
"474","Johnton",27,"Urban","1/14/2019 10:53",19.68,8.53436e+12
"475","Johnton",27,"Urban","3/4/2019 10:30",36.76,3.27329e+12
"476","Joneschester",39,"Urban","3/10/2019 13:31",22.72,8.70503e+12
"477","Joneschester",39,"Urban","3/10/2019 8:15",27.91,1.27309e+12
"478","Joneschester",39,"Urban","3/1/2019 18:48",34.71,3.34326e+12
"479","Joneschester",39,"Urban","3/4/2019 18:00",41.65,9.83027e+12
"480","Joneschester",39,"Urban","4/13/2019 18:44",27.36,7.53038e+12
"481","Joneschester",39,"Urban","4/20/2019 9:40",30.12,8.9725e+12
"482","Joneschester",39,"Urban","3/17/2019 22:39",15.35,2.30717e+12
"483","Joneschester",39,"Urban","2/16/2019 2:35",9.48,4.15529e+12
"484","Joneschester",39,"Urban","1/15/2019 21:21",13.43,2.23586e+12
"485","Joneschester",39,"Urban","5/5/2019 2:00",21.74,2.72918e+12
"486","Joneschester",39,"Urban","2/17/2019 10:04",10.52,3.38231e+12
"487","Joneschester",39,"Urban","1/26/2019 19:19",13.77,6.67814e+12
"488","Joneschester",39,"Urban","2/27/2019 8:19",33.34,2.38609e+12
"489","Joneschester",39,"Urban","1/3/2019 1:03",17.97,5.43931e+12
"490","Joneschester",39,"Urban","3/9/2019 3:25",39.32,1.55316e+12
"491","Joneschester",39,"Urban","3/12/2019 21:52",21.17,1.57652e+12
"492","Joneschester",39,"Urban","3/28/2019 7:41",7.56,4.60611e+12
"493","Joneschester",39,"Urban","2/7/2019 18:36",6.34,2.60546e+12
"494","Joneschester",39,"Urban","3/19/2019 1:52",42.74,4.49621e+12
"495","Joneschester",39,"Urban","1/3/2019 5:45",25.47,5.54018e+12
"496","Joneschester",39,"Urban","4/24/2019 13:07",9.78,9.67059e+11
"497","Joneschester",39,"Urban","1/30/2019 17:41",36.78,1.66403e+12
"498","Joneschester",39,"Urban","4/22/2019 16:48",9.7,8.58709e+12
"499","Joneschester",39,"Urban","3/13/2019 6:10",27.79,1.26445e+12
"500","Joneschester",39,"Urban","4/2/2019 4:52",10.52,4.97037e+12
"501","Josephside",25,"Suburban","3/3/2019 19:43",17.39,1.28038e+12
"502","Josephside",25,"Suburban","4/24/2019 10:29",42.58,1.06762e+12
"503","Josephside",25,"Suburban","4/26/2019 2:02",27.2,3.02737e+12
"504","Josephside",25,"Suburban","2/10/2019 7:56",35.39,8.53682e+12
"505","Josephside",25,"Suburban","3/12/2019 19:25",29.47,1.69718e+12
"506","Josephside",25,"Suburban","2/25/2019 10:17",35.8,2.85109e+12
"507","Josephside",25,"Suburban","1/17/2019 18:16",35.68,4.97337e+12
"508","Josephside",25,"Suburban","3/30/2019 9:45",44.74,5.59269e+12
"509","Josephside",25,"Suburban","3/19/2019 17:33",37.42,6.75844e+12
"510","Josephside",25,"Suburban","2/17/2019 23:01",38.24,1.24677e+12
"511","Josephside",25,"Suburban","5/2/2019 15:30",21.33,6.69796e+12
"512","Josephside",25,"Suburban","4/12/2019 14:30",37.37,2.63269e+12
"513","Josephside",25,"Suburban","2/7/2019 20:52",15.98,6.78892e+12
"514","Josephside",25,"Suburban","2/22/2019 14:39",16.97,1.75796e+12
"515","Josephside",25,"Suburban","2/24/2019 3:58",40.92,1.75388e+11
"516","Josephside",25,"Suburban","2/3/2019 14:48",43.39,7.79497e+12
"517","Josephside",25,"Suburban","2/28/2019 11:07",41.18,2.44149e+12
"518","Josephside",25,"Suburban","4/10/2019 10:56",32.26,5.71935e+12
"519","Josephside",25,"Suburban","1/18/2019 10:21",14.75,6.14037e+12
"520","Josephside",25,"Suburban","3/7/2019 2:22",39.17,6.54097e+12
"521","Josephside",25,"Suburban","4/1/2019 3:46",23.73,6.1245e+12
"522","Josephside",25,"Suburban","2/7/2019 6:56",31.94,3.18569e+12
"523","Josephside",25,"Suburban","1/2/2019 7:26",33.57,8.53093e+12
"524","Josephside",25,"Suburban","4/17/2019 5:45",32.72,6.31791e+12
"525","Josephside",25,"Suburban","1/18/2019 6:31",33.07,7.12966e+12
"526","Josephside",25,"Suburban","3/18/2019 22:55",35.58,5.45261e+12
"527","Josephside",25,"Suburban","4/2/2019 12:23",49.33,4.82647e+11
"528","Justinberg",39,"Urban","4/20/2019 7:37",29.07,2.09655e+11
"529","Justinberg",39,"Urban","4/16/2019 1:26",16.58,1.47644e+12
"530","Justinberg",39,"Urban","4/12/2019 5:27",17.03,8.37476e+12
"531","Justinberg",39,"Urban","4/1/2019 23:46",40.87,8.95767e+12
"532","Justinberg",39,"Urban","2/13/2019 23:56",10.18,3.14351e+12
"533","Justinberg",39,"Urban","5/7/2019 20:22",18.74,6.39565e+12
"534","Justinberg",39,"Urban","3/23/2019 6:28",30.58,3.5033e+12
"535","Justinberg",39,"Urban","4/24/2019 11:33",28.76,6.4936e+12
"536","Justinberg",39,"Urban","2/1/2019 21:16",31.07,2.73965e+12
"537","Justinberg",39,"Urban","4/27/2019 12:41",18.99,3.03461e+12
"538","Justinberg",39,"Urban","3/10/2019 5:15",22.43,5.55274e+12
"539","Justinberg",39,"Urban","5/3/2019 2:49",36.06,9.29542e+11
"540","Justinberg",39,"Urban","1/27/2019 7:35",28.41,3.49488e+12
"541","Justinberg",39,"Urban","4/14/2019 14:48",24.34,1.49282e+12
"542","Justinberg",39,"Urban","4/26/2019 8:12",7.68,1.06865e+12
"543","Justinberg",39,"Urban","1/22/2019 9:08",38.3,1.28783e+12
"544","Justinberg",39,"Urban","2/19/2019 4:01",36.27,7.28644e+12
"545","Justinberg",39,"Urban","4/14/2019 23:08",7.75,8.86006e+12
"546","Justinberg",39,"Urban","4/16/2019 5:05",27.1,1.85455e+12
"547","Justinberg",39,"Urban","3/10/2019 9:19",37.89,5.56313e+12
"548","Justinberg",39,"Urban","4/23/2019 8:59",14.65,9.87823e+12
"549","Justinberg",39,"Urban","1/24/2019 19:32",38.79,1.68719e+12
"550","Justinberg",39,"Urban","4/26/2019 8:41",8.83,1.82309e+12
"551","Justinberg",39,"Urban","1/24/2019 10:16",8.83,1.86337e+12
"552","Justinberg",39,"Urban","3/12/2019 16:33",24.41,3.08565e+12
"553","Justinberg",39,"Urban","1/3/2019 22:50",5.81,9.26116e+12
"554","Justinberg",39,"Urban","3/14/2019 10:46",36.32,6.77169e+12
"555","Justinberg",39,"Urban","4/4/2019 23:19",19.38,3.73396e+12
"556","Justinberg",39,"Urban","2/20/2019 15:05",31.31,9.20163e+12
"557","Justinberg",39,"Urban","2/28/2019 21:39",14.4,1.13186e+12
"558","Karenberg",22,"Urban","2/14/2019 14:40",11.06,4.34496e+12
"559","Karenberg",22,"Urban","1/8/2019 13:51",9.5,1.45291e+12
"560","Karenberg",22,"Urban","4/7/2019 16:28",16.11,4.80609e+12
"561","Karenberg",22,"Urban","4/30/2019 21:38",5.7,7.64452e+12
"562","Karenberg",22,"Urban","4/24/2019 12:57",34.67,6.99554e+12
"563","Karenberg",22,"Urban","4/13/2019 5:14",23.73,4.05641e+11
"564","Karenberg",22,"Urban","3/11/2019 17:26",36.15,7.79676e+12
"565","Karenberg",22,"Urban","3/5/2019 1:38",44.1,9.22678e+12
"566","Karenberg",22,"Urban","4/29/2019 20:54",28.41,9.05285e+12
"567","Karenberg",22,"Urban","3/9/2019 14:47",35.68,8.63175e+12
"568","Karenberg",22,"Urban","4/27/2019 14:57",44.73,3.80072e+12
"569","Karenberg",22,"Urban","4/23/2019 21:11",26.92,9.6851e+12
"570","Karenberg",22,"Urban","2/18/2019 19:28",44.08,7.21687e+12
"571","Karenberg",22,"Urban","1/16/2019 13:52",41.26,3.35715e+12
"572","Karenberg",22,"Urban","3/30/2019 11:38",24.64,4.53933e+12
"573","Karenberg",22,"Urban","2/19/2019 16:11",12.25,3.87193e+12
"574","Karenberg",22,"Urban","1/30/2019 10:51",8.79,3.83247e+12
"575","Karenside",5,"Urban","5/3/2019 15:31",32.68,9.19416e+12
"576","Karenside",5,"Urban","2/19/2019 20:56",17.41,1.21725e+12
"577","Karenside",5,"Urban","4/19/2019 8:42",26.45,9.29376e+12
"578","Karenside",5,"Urban","1/8/2019 8:49",22.64,2.41162e+12
"579","Karenside",5,"Urban","1/23/2019 23:30",37.62,1.95293e+12
"580","Karenside",5,"Urban","4/4/2019 14:32",42.27,6.7715e+12
"581","Karenside",5,"Urban","1/22/2019 13:11",24.72,5.32673e+12
"582","Karenside",5,"Urban","1/25/2019 3:33",19.6,4.71696e+12
"583","Karenside",5,"Urban","3/21/2019 23:26",26.69,7.72892e+12
"584","Karenside",5,"Urban","4/28/2019 2:38",39.41,4.71119e+12
"585","Karenside",5,"Urban","3/3/2019 18:15",19.19,1.72349e+12
"586","Karenside",5,"Urban","1/25/2019 15:35",14.52,2.65236e+12
"587","Karenside",5,"Urban","1/24/2019 7:48",9.39,4.82906e+12
"588","Karenside",5,"Urban","1/27/2019 8:52",7.65,4.7323e+11
"589","Karenside",5,"Urban","3/18/2019 12:48",36.96,7.60514e+12
"590","Karenside",5,"Urban","3/15/2019 15:11",31.89,5.43826e+12
"591","Karenside",5,"Urban","4/16/2019 23:13",39.32,3.15594e+12
"592","Karenside",5,"Urban","4/19/2019 10:17",36.01,1.32274e+12
"593","Karenside",5,"Urban","1/17/2019 12:18",11.6,2.89616e+12
"594","Karenside",5,"Urban","2/24/2019 5:39",27.64,8.05821e+12
"595","Karenside",5,"Urban","3/14/2019 17:07",16.31,8.81835e+12
"596","Karenside",5,"Urban","3/11/2019 16:18",44.29,3.26916e+12
"597","Karenside",5,"Urban","3/9/2019 3:50",40.86,1.75754e+12
"598","Karenside",5,"Urban","3/4/2019 20:36",25.21,9.10796e+12
"599","Karenside",5,"Urban","4/14/2019 5:11",13.13,3.65961e+12
"600","Karenside",5,"Urban","4/2/2019 19:22",41.93,4.09361e+12
"601","Karenside",5,"Urban","2/12/2019 20:45",25.58,6.56902e+12
"602","Karenside",5,"Urban","1/12/2019 1:28",37.73,1.87305e+12
"603","Lake Ann",3,"Suburban","2/8/2019 10:30",40.27,3.07966e+12
"604","Lake Ann",3,"Suburban","3/13/2019 5:28",45.43,3.35808e+11
"605","Lake Ann",3,"Suburban","1/15/2019 19:40",28.15,3.60289e+12
"606","Lake Ann",3,"Suburban","1/24/2019 6:29",32.31,2.98517e+12
"607","Lake Ann",3,"Suburban","4/30/2019 11:42",14.56,5.47077e+12
"608","Lake Ann",3,"Suburban","3/6/2019 8:49",13.61,1.25755e+12
"609","Lake Ann",3,"Suburban","5/7/2019 20:40",24.89,7.35679e+12
"610","Lake Ann",3,"Suburban","2/14/2019 17:13",42.13,6.1924e+12
"611","Lake Ann",3,"Suburban","3/30/2019 17:23",23.87,5.12673e+12
"612","Lake Ann",3,"Suburban","1/10/2019 4:20",18.22,2.89588e+12
"613","Lake Ann",3,"Suburban","5/2/2019 6:15",47.44,9.06613e+12
"614","Lake Ann",3,"Suburban","2/16/2019 7:08",39.8,1.71208e+12
"615","Lake Danielberg",19,"Urban","1/7/2019 9:41",17.39,4.35554e+12
"616","Lake Danielberg",19,"Urban","2/8/2019 5:58",10.31,2.46453e+12
"617","Lake Danielberg",19,"Urban","2/24/2019 12:05",9.63,9.14933e+12
"618","Lake Danielberg",19,"Urban","1/21/2019 12:52",14.09,9.56831e+12
"619","Lake Danielberg",19,"Urban","3/28/2019 9:56",28.53,9.80825e+12
"620","Lake Danielberg",19,"Urban","2/17/2019 5:30",11.7,4.87433e+12
"621","Lake Danielberg",19,"Urban","2/9/2019 19:09",10.62,9.24172e+12
"622","Lake Danielberg",19,"Urban","2/23/2019 13:51",9.25,8.3041e+12
"623","Lake Danielberg",19,"Urban","2/24/2019 19:34",34.82,2.44227e+12
"624","Lake Danielberg",19,"Urban","1/14/2019 22:04",24.14,7.95889e+12
"625","Lake Danielberg",19,"Urban","4/12/2019 5:18",41.45,5.3387e+12
"626","Lake Danielberg",19,"Urban","3/20/2019 5:37",33.9,25082058503
"627","Lake Danielberg",19,"Urban","1/5/2019 17:44",28.79,9.79209e+12
"628","Lake Danielberg",19,"Urban","2/13/2019 11:01",43.96,1.00024e+11
"629","Lake Danielberg",19,"Urban","2/28/2019 15:08",44.96,6.31959e+12
"630","Lake Danielberg",19,"Urban","1/16/2019 11:59",20.07,8.44861e+12
"631","Lake Danielberg",19,"Urban","3/21/2019 19:46",14.12,8.57368e+12
"632","Lake Danielberg",19,"Urban","2/4/2019 17:32",24.49,8.59545e+11
"633","Lake Danielberg",19,"Urban","3/5/2019 23:23",44.77,9.04235e+11
"634","Lake Danielberg",19,"Urban","2/6/2019 4:11",29.96,2.332e+12
"635","Lake Danielberg",19,"Urban","2/6/2019 19:59",30.31,3.3967e+12
"636","Lake Danielberg",19,"Urban","5/3/2019 15:35",19.97,5.54189e+11
"637","Lake Danielberg",19,"Urban","3/17/2019 19:23",10.18,4.7144e+12
"638","Lake Danielberg",19,"Urban","2/8/2019 5:26",22.74,9.52401e+12
"639","Lake Danielberg",19,"Urban","1/28/2019 15:49",25.98,1.41832e+12
"640","Lake Danielberg",19,"Urban","4/28/2019 4:00",39.82,7.8891e+12
"641","Lake Jamie",4,"Rural","4/19/2019 4:32",16.29,3.51868e+12
"642","Lake Jamie",4,"Rural","4/30/2019 21:26",37.33,6.75548e+12
"643","Lake Jamie",4,"Rural","4/29/2019 1:58",54.22,2.48926e+12
"644","Lake Jamie",4,"Rural","1/18/2019 7:36",43.57,1.17496e+12
"645","Lake Jamie",4,"Rural","3/13/2019 6:41",26.09,1.59916e+12
"646","Lake Jamie",4,"Rural","2/25/2019 23:46",28.65,5.81576e+12
"647","Lake Jonathanshire",5,"Urban","3/22/2019 14:33",18.72,4.67597e+12
"648","Lake Jonathanshire",5,"Urban","1/21/2019 9:48",22.36,2.5221e+12
"649","Lake Jonathanshire",5,"Urban","4/11/2019 19:49",25.92,8.53381e+12
"650","Lake Jonathanshire",5,"Urban","3/21/2019 0:18",37.95,8.35366e+12
"651","Lake Jonathanshire",5,"Urban","4/9/2019 21:41",15.96,5.77276e+11
"652","Lake Jonathanshire",5,"Urban","2/23/2019 6:10",26.63,5.37249e+12
"653","Lake Jonathanshire",5,"Urban","1/28/2019 0:07",5.67,9.75657e+12
"654","Lake Jonathanshire",5,"Urban","1/17/2019 13:15",28.42,6.54422e+12
"655","Lake Jonathanshire",5,"Urban","4/7/2019 20:51",31.25,4.44125e+12
"656","Lake Jonathanshire",5,"Urban","3/24/2019 16:27",14.94,1.67091e+12
"657","Lake Jonathanshire",5,"Urban","1/2/2019 14:14",13.89,4.24255e+11
"658","Lake Jonathanshire",5,"Urban","4/16/2019 20:26",32.47,1.01387e+12
"659","Lake Jonathanshire",5,"Urban","4/11/2019 22:10",12.81,5.99987e+12
"660","Lake Jonathanshire",5,"Urban","1/29/2019 0:19",41.05,6.64969e+12
"661","Lake Jonathanshire",5,"Urban","1/21/2019 12:12",37.25,2.96654e+12
"662","Lake Jonathanshire",5,"Urban","1/23/2019 21:43",21.11,7.71147e+12
"663","Lake Jonathanshire",5,"Urban","4/11/2019 21:32",22.48,3.50546e+12
"664","Lake Jonathanshire",5,"Urban","1/16/2019 9:27",26.27,3.26766e+12
"665","Lake Jonathanshire",5,"Urban","4/7/2019 18:09",24.28,7.79681e+12
"666","Lake Jonathanshire",5,"Urban","1/14/2019 10:14",13.83,5.73941e+12
"667","Lake Jonathanshire",5,"Urban","4/6/2019 11:30",16.84,6.16445e+12
"668","Lake Jonathanshire",5,"Urban","1/24/2019 12:24",34.65,3.31912e+12
"669","Lake Jonathanshire",5,"Urban","3/9/2019 23:45",19.89,2.3895e+12
"670","Lake Jonathanshire",5,"Urban","2/16/2019 1:49",17.58,3.64178e+12
"671","Lake Latoyabury",2,"Rural","3/29/2019 9:11",13.84,7.90686e+12
"672","Lake Latoyabury",2,"Rural","1/30/2019 0:05",20.76,9.01873e+12
"673","Lake Latoyabury",2,"Rural","4/14/2019 7:06",11.94,2.04067e+12
"674","Lake Latoyabury",2,"Rural","1/24/2019 13:32",34.74,5.96267e+12
"675","Lake Latoyabury",2,"Rural","4/16/2019 21:12",24.1,4.89603e+12
"676","Lake Latoyabury",2,"Rural","4/2/2019 21:00",13.46,8.23286e+12
"677","Lake Latoyabury",2,"Rural","1/22/2019 12:42",13.5,8.49334e+12
"678","Lake Latoyabury",2,"Rural","4/22/2019 16:56",38.46,1.67192e+12
"679","Lake Latoyabury",2,"Rural","5/6/2019 8:57",51.8,4.01803e+12
"680","Lake Latoyabury",2,"Rural","2/23/2019 21:12",47.9,3.26965e+12
"681","Lake Latoyabury",2,"Rural","2/25/2019 4:10",16.18,8.49292e+12
"682","Lake Omar",22,"Suburban","5/5/2019 23:39",12.45,6.3841e+12
"683","Lake Omar",22,"Suburban","4/13/2019 23:28",25.61,3.66779e+12
"684","Lake Omar",22,"Suburban","1/17/2019 21:33",21.71,9.66912e+11
"685","Lake Omar",22,"Suburban","2/26/2019 11:53",12.49,4.14493e+12
"686","Lake Omar",22,"Suburban","4/6/2019 20:29",40.55,8.96999e+12
"687","Lake Omar",22,"Suburban","1/17/2019 4:55",35.94,8.67508e+12
"688","Lake Omar",22,"Suburban","3/29/2019 20:14",14.77,6.60287e+12
"689","Lake Omar",22,"Suburban","1/17/2019 18:29",28.54,8.21283e+12
"690","Lake Omar",22,"Suburban","4/13/2019 7:09",24.9,9.45408e+12
"691","Lake Omar",22,"Suburban","3/26/2019 5:52",48.26,5.01409e+12
"692","Lake Omar",22,"Suburban","1/3/2019 1:16",14.61,7.11723e+12
"693","Lake Omar",22,"Suburban","2/20/2019 21:56",33.61,2.72136e+12
